,ROI,Networks,t-value mean
222,Subcortical_23,SUB,0.4216396358450826
223,Subcortical_24,SUB,0.4268749394567074
224,Subcortical_25,SUB,0.5889510127228551
225,Subcortical_26,SUB,-0.36322562135663017
226,Subcortical_27,SUB,-0.23165391355500412
227,Subcortical_28,SUB,-0.3791330081052939
228,Subcortical_29,SUB,0.9579818001383852
229,Subcortical_30,SUB,0.6033180962480608
230,Subcortical_31,SUB,0.010638625712997608
231,Subcortical_32,SUB,0.39933289441973385
